date_received	product	sub_product	issue	sub_issue	consumer_complaint_narrative	company_public_response	company	state	zip_code	tags	consumer_consent_provided	submitted_via	date_sent_to_company	company_response_to_consumer	timely_response	consumer_disputed	complaint_id
2017-03-06	Debt collection	Other (i.e. phone, health club, etc.)	Disclosure verification of debt	Not given enough info to verify debt			GENERAL MOTORS FINANCIAL COMPANY, INC.	GA	30011		Consent not provided	Web	2017-03-06	Closed with explanation	True	No	2374165
2017-04-19	Mortgage	Home equity loan or line of credit	Loan servicing, payments, escrow account				PNC Bank N.A.	OH	43055			Referral	2017-04-21	In progress	True	No	2442921
2017-03-06	Consumer Loan	Vehicle lease	Managing the loan or lease				GENERAL MOTORS FINANCIAL COMPANY, INC.	CA	90250		Consent not provided	Web	2017-03-06	Closed with explanation	True	Yes	2373536
2017-03-06	Debt collection	Medical	Cont'd attempts collect debt not owed	Debt is not mine	"Hello, There were 2 items on my credit report that were not mine and I disputed them. XXXX/XXXX/XXXX removed them. I now went back and noticed them reinserted on my reports under a new collection company "" Commenwealth Financial SYstems ''. It was previously "" XXXX XXXX ''. I was not informed by the agencies or by this new collection company who adjsuted the dates to make it look current as well. I ask for these 2 items to removed ASAP and I have not heard a word. They have not even verified if it was true information as we know it is not mine. Please help I am at the end of my rope dealing with these companies."		Commonwealth Financial Systems, Inc.	FL	341XX		Consent provided	Web	2017-03-06	Closed with explanation	True	Yes	2373584
2017-04-11	Debt collection	Medical	False statements or representation	Impersonated an attorney or official			Halsted Financial Services, LLC.	IN	474XX			Web	2017-04-11	Closed with explanation	False	No	2432859
2014-02-14	Credit card		Billing disputes				JPMORGAN CHASE & CO.	NM	87502			Postal mail	2014-02-19	Closed with explanation	True	No	716586
2017-03-07	Debt collection	Medical	Disclosure verification of debt	Right to dispute notice not received	"Two issues:
1. I did not receive the right to verify debt, and
2. Debt collector falsely reported XXXX accounts to credit reporting which has lowered my score.

I have asked them in writing, and via phone, to remedy this."	Company believes it acted appropriately as authorized by contract or law	TENET HEALTHCARE CORPORATION	WA	983XX		Consent provided	Web	2017-03-07	Closed with explanation	True	No	2375679
2017-03-20	Debt collection	Federal student loan	False statements or representation	Attempted to collect wrong amount		Company has responded to the consumer and the CFPB and chooses not to provide a public response	Account Control Technology, Inc.	CA	94109		Consent not provided	Web	2017-03-20	Closed with non-monetary relief	True	No	2393869
2016-05-25	Debt collection	I do not know	Disclosure verification of debt	Not given enough info to verify debt	Debt reported to collections, no attempt to collect a debt. Not enough information to verify where the debt is from and how to repay it.		Pendrick Capital Partners Holding, LLC	WI	532XX		Consent provided	Web	2017-03-06	Closed with explanation	True	No	1940639
2017-04-26	Credit reporting, credit repair services, or other personal consumer reports	Credit reporting	Problem with a credit reporting company's investigation into an existing problem	Was not notified of investigation status or results			EXPERIAN DELAWARE GP	VA	22304			Web	2017-04-28	In progress	True		2468196
2017-04-21	Credit card		Late fee				HSBC NORTH AMERICA HOLDINGS INC.	IL	60613			Referral	2017-04-21	In progress	True	No	2447663
2017-04-21	Debt collection	I do not know	Disclosure verification of debt	Not given enough info to verify debt			ENCORE CAPITAL GROUP INC.	MD	219XX			Web	2017-04-21	Closed with explanation	True	No	2446767
2017-04-10	Bank account or service	Checking account	Account opening, closing, or management		"Summary of Events : Towards the end of XX/XX/XXXX I had seen an advertisement for Wells Fargo, and was looking for a financial institution closer to home as my bank is quite a few miles down the road, and Wells Fargo being there is a branch close to me I decided to give it a chance. I went online and received a document required to be signed and submitted which was done by XXXX of the XXXX, OR. Branch. Later I had received a survey from Wells Fargo asking me to fill it out. I did so voluntarily as I felt that XXXX did only what was asked and did not provide me any offers such as Savings, Credit, etc. Later, I opened other credit elsewhere. I filled out the survey honestly. I had an issue, question and had to get a temporary card so I was back in the branch in XXXX about 2-3 times. One of the, if not the most recent inside visit was a Friday I visited the branch, the manager XXXX spoke with me quite harshly, and adamantly about the survey I had submitted. Her exact words were 'You know these kinds of things look bad upon us. '' In reference to my below par voluntary survey. I left and came home and had first noticed on my phone an email I recognized the evening that I opened my account with Wells Fargo. Inquisitive about the email I checked my account and seen not only the one I signed up for, but yet another second account. At that exact moment I called XXXX and asked for XXXX and complained about the 2nd account, and advised her of the suspicious emails I received when I opened my original account. She suggested I come in to the branch the next day. The next day was a Saturday when I had to visit a post office, and being that the local post offices to me are closed on Saturday in XXXX and XXXX, while out in XXXX I visited the XXXX branch and spoke with the manager there who looked up the account details, and I advised him of what had occurred and all interactions, and he then contacted Customer Service, and was informed that there was a hold on the account, and he was transferred to different departments including Online Banking Customer support, whom he asked if they could remove the hold on the account so it could be closed as it was not opened by the account holder nor was it authorized whatsoever. The manager at XXXX, close to XXXX, found out that he could n't remove the hold, customer care could n't remove the hold, and so he contacted XXXX, and apparently XXXX the manager there was able to remove the hold which clearly was opened by an employee if not XXXX at the XXXX branch which I believe was clearly vindictive due to the fact of the poor survey, and my other proof is the fact that only, XXXX was able to remove the hold on the account so the account could be removed by the manager at the XXXX branch. After this concern I requested that the account be closed as if it was never opened in the first place, as I tend to watch, protect, and respect my credit very well, and the second account without any prior authorization from me ; the account holder, is just clearly unacceptable behavior of a bank/financial institution in the United States, especially whom are apparently FDIC protected & trusted to protect my financial and private information. Where is the protection? I feel violated by Wells Fargo 's actions which clearly was either a glitch or intentional or all of the above. 
It is quite suspicious that the exact same evening that I come home from the XXXX Branch, and after given the third degree from the manager there regarding a voluntary survey -- I call that quite clearly vindictive behavior, and to me that seems like a fireable offense, but I leave that to Wells Fargo to handle."	Company has responded to the consumer and the CFPB and chooses not to provide a public response	WELLS FARGO BANK, NATIONAL ASSOCIATION	OR	971XX		Consent provided	Web	2017-04-10	Closed with non-monetary relief	False	No	2427972
2017-04-25	Checking or savings account	Checking account	Problem with a lender or other company charging your account	Transaction was not authorized			TD BANK US HOLDING COMPANY	CT	06010			Referral	2017-04-25	Closed with monetary relief	True		2466007
2017-03-06	Mortgage	Reverse mortgage	Loan servicing, payments, escrow account		I have a reverse mortgage that is now all used up. The interest rate I am being charged is supposed to be based on the LIBOR but is, so far as I can tell, higher. When I 've written to the company ( Reverse Mortgage Solutions ) to complain, they say the rate is based on the XXXX XXXX XXXX published rate. But that rate, as I understand it, is, in fact, the LIBOR.		REVERSE MORTGAGE SOLUTIONS, INC.	NY	100XX	Older American	Consent provided	Web	2017-03-06	Closed with explanation	True	No	2373077
2017-04-14	Bank account or service	Other bank product/service	Making/receiving payments, sending money		"BACKGROUND : Late on the evening of XX/XX/2017, I saw two payments pending in online banking of my XXXX checking account, both of which were NOT MINE. These pending payments totaled {$12000.00} : One to XXXX for {$7500.00} ; and one to Wells Fargo in the amount of {$5300.00}. I initially planned on going to my branch the next morning, but then in the wee hours of XX/XX/2017, decided to call XXXX XXXX number to alert them. After talking to various departments, the third department told me that the Claims Dept. was closed, and told me "" you 'll have to call back tomorrow. '' When I called the next morning, the Claims Dept. told me the payments were already disbursed, and it was too late to stop them! I assumed XXXX would make good on these fraudulent payments, but their Claims Dept. rejected my claim, saying that my phone had been used to make the payments. My XXXX banker intervened for me, to no avail. So I complained to the Better Business Bureau. I was then contacted by XXXX from XXXX Executive Office, who told me he would investigate my claim. XXXX concluded that XXXX position of denying my claim was unchanged, but as a courtesy, they requested XXXX to reverse the online payment to them, which they did, and I recovered that {$7500.00} payment. XXXX said they were not given the option to reverse the payment to Wells Fargo for {$5300.00}, and suggested I pursue that matter on my own. So he provided me with the WELLS FARGO A/C NO. XXXX, so that I could pursue the {$5300.00} fraudulent payment that went into that account from my XXXX account. 
WELLS FARGO EVENTS : Wells Fargo has not helped me, and concluded that they have done all they 're going to do, and told me that I 'd have to pursue the matter with XXXX. A Wells Fargo representative named "" XXXX '' ( who works with or under XXXX in their Executive Services Dept. did provide me with a Wells Fargo email address that only law enforcement ( i.e. the XXXX ( Fla. ) Police Dept. ) to correspond with. At any rate, I am still at a loss of {$5300.00}."	Company has responded to the consumer and the CFPB and chooses not to provide a public response	WELLS FARGO BANK, NATIONAL ASSOCIATION	FL	338XX	Older American	Consent provided	Web	2017-04-14	Closed with explanation	False	No	2435844
2017-05-03	Vehicle loan or lease	Loan	Getting a loan or lease	Fraudulent loan		Company has responded to the consumer and the CFPB and chooses not to provide a public response	SECURITY FINANCE CORP	TN	381XX			Web	2017-05-04	Closed with explanation	True		2474772
2017-04-21	Credit card		Identity theft / Fraud / Embezzlement			Company believes it acted appropriately as authorized by contract or law	UNITED SERVICES AUTOMOBILE ASSOCIATION	CA	95403			Phone	2017-04-21	Closed with explanation	True	No	2444059
2015-07-10	Bank account or service	Checking account	Account opening, closing, or management			Company chooses not to provide a public response	CITIBANK, N.A.	NY	112XX		Other	Web	2015-07-10	Closed with explanation	True	No	1461577
2017-04-03	Mortgage	Conventional fixed mortgage	Loan modification,collection,foreclosure		"This is my second letter to the CFPB regarding the same issue with Bank of America. Bank of America purposefully, did not address the specific questions asked in my initial letter dated XX/XX/XXXX ; therefore, the issues remain unresolved. I need Bank of America to answer EACH of the following questions regarding the mortgage account # XXXX : 1. Why has BOA allow XXXX days to pass from the date they were eligible to proceed with judgement ( XX/XX/XXXX ) to the date the judgment was recently filed ( XX/XX/XXXX )? For what reason did BOA wait XXXX days to file the judgement? 
2.Why did BOA never respond to my written inquiry on XX/XX/XXXX ( mailed to XXXX FL, XXXX ). This is a violation on RESPA, and was never addressed. 
3. Why did BOA charge my mortgage account 19 times for the same property inspection fee on XX/XX/XXXX? This is a violation of FDCPA 15 U.S.C, 1692e ( 2 ) 4.On XX/XX/XXXX, Superior Court of Delaware issued a letter indicating they were going to dismiss the foreclosure case due to lack of judgment entered. Was BOA aware that this foreclosure case was about to be dismissed for lack of follow up with their vendor attorney? 
5. On what dates did BOA follow up with XXXX for a foreclosure case updated? List all dates. 
6. Did BOA receive a copy of the superior court letter from XX/XX/XXXX? 
7. For what reason did BOA file an amended foreclosure complaint on XX/XX/XXXX? 
8. Why was the correct mortgage rate not calculated per the loan agreement ( in the foreclosure complaint )? Your response indicated "" your research has uncovered no reasonable factual basis to substantiate your claim ''. Allow me to clarify ; in the amended complaint, BOA charged all interest at a rate of 3 %, which was incorrect because a portion of the interest was at 2 % and another portion was to be at 3 % according to the terms of the HAMP modification. Additionally, your employee XXXX signed off on the affidavit asserting he had reviewed the account and the amounts calculated were factual. This is a violation of FDCPA 15 U.S.C, 1692e ( 2 ), UNFAIR PRACTICES, "" the false representation of the character, amount or legal status of any debt '' and FDCPA 15 USC 1692f ( 1 ) "" The collection of any amount ( including any interest, fee, charge, or expense incidental to the principal obligation ) unless such amount is expressly authorized by the agreement creating the debt or permitted by law '' 9. What date did BOA file and pay the required mortgage mediation fee? 
10. What exactly is BOA doing to expedite the foreclosure? Please provide detail, dates, etc. 
Please be advised this is my second request and I will continue to escalate this matter and write to the CFPB until each and every one of my questions is answered."	Company has responded to the consumer and the CFPB and chooses not to provide a public response	BANK OF AMERICA, NATIONAL ASSOCIATION	DE	197XX		Consent provided	Web	2017-04-03	Closed with explanation	True	No	2416994
2017-04-25	Mortgage	Conventional home mortgage	Struggling to pay mortgage				Caliber Home Loans, Inc.	CA	91605	Older American		Web	2017-04-25	Closed with explanation	True		2466487
2017-03-06	Bank account or service	Savings account	Account opening, closing, or management		I did not receive a XXXX form for a savings account from Key Bank. I contacted the banks website and received a reply telling me that they had sent XXXX for one of my accounts ( true, I have that ) but had NOT sent the XXXX for my other account. They advised me to go to my local bank to request a duplicate. I went to my local branch XX/XX/2017 to request a duplicate. The bank manager stated that he could not give me a duplicate because Key Bank was behind schedule had not yet made XXXX forms for many accounts including mine.		KEYCORP	NY	131XX		Consent provided	Web	2017-03-06	Closed with explanation	True	No	2372631
2017-04-25	Mortgage	Conventional home mortgage	Struggling to pay mortgage				OCWEN LOAN SERVICING LLC	CA	926XX			Web	2017-04-25	In progress	True		2466325
2017-03-06	Student loan	Federal student loan servicing	Dealing with my lender or servicer	Need information about my balance/terms			Navient Solutions, LLC.	PA	15904		Consent not provided	Web	2017-03-06	Closed with explanation	True	No	2374054
2017-04-21	Mortgage	FHA mortgage	Loan modification,collection,foreclosure				OCWEN LOAN SERVICING LLC	CA	92660			Web	2017-04-21	Closed with explanation	True	No	2447648
2017-03-23	Credit reporting		Credit reporting company's investigation	No notice of investigation status/result	Experian is refusing to even investigate or to remove old dated information off my credit report. I have XXXX accounts which should have already been removed from my credit report. XXXX XXXX XXXX date of first delinquency was XXXX 2010. And XXXX XXXX XXXX date of First delequency was XXXX 2010. Both these accounts should have aged off my credit report.	Company has responded to the consumer and the CFPB and chooses not to provide a public response	EXPERIAN DELAWARE GP	NC	277XX		Consent provided	Web	2017-03-23	Closed with explanation	True	No	2401172
2017-03-24	Mortgage	FHA mortgage	Loan servicing, payments, escrow account			Company believes it acted appropriately as authorized by contract or law	Envoy Mortgage Ltd.	MS	38637		Consent not provided	Web	2017-03-24	Closed with explanation	True	No	2402534
2017-04-28	Credit reporting, credit repair services, or other personal consumer reports	Credit reporting	Incorrect information on your report	Personal information incorrect		Company has responded to the consumer and the CFPB and chooses not to provide a public response	EXPERIAN DELAWARE GP	TX	77449		Consent not provided	Web	2017-04-28	Closed with non-monetary relief	True		2469946
2017-02-05	Debt collection	Credit card	Communication tactics	Frequent or repeated calls	"From XXXX XXXX to XXXX XXXX, XXXX XXXX XXXX XXXX phoned me four days in a row ( one call each day ) looking to collect the money I owe XXXX. The 4th time I told the caller that what they did is illegal. She responded by saying "" I do n't know anything about that ''. I tell them that I am on public assistance."		Alliance Data Card Services	NY	104XX	Servicemember	Consent provided	Web	2017-03-06	Closed with non-monetary relief	True	No	2327955
2017-04-26	Credit reporting, credit repair services, or other personal consumer reports	Credit reporting	Incorrect information on your report	Information belongs to someone else			EQUIFAX, INC.	AL	36112			Postal mail	2017-04-26	Closed with explanation	True		2467598
2015-04-29	Consumer Loan	Vehicle loan	Problems when you are unable to pay				JPMORGAN CHASE & CO.	CA	93906			Referral	2015-05-01	Closed with explanation	True	Yes	1352667
2017-04-19	Debt collection	Other (i.e. phone, health club, etc.)	Cont'd attempts collect debt not owed	Debt is not mine			ENCORE CAPITAL GROUP INC.	FL	34102			Web	2017-04-21	Closed with explanation	True	No	2441162
2017-04-05	Bank account or service	Checking account	Account opening, closing, or management			Company has responded to the consumer and the CFPB and chooses not to provide a public response	BANK OF AMERICA, NATIONAL ASSOCIATION	CA	90803			Referral	2017-04-05	Closed with monetary relief	True	No	2420560
2012-03-09	Credit card		Collection practices				CAPITAL ONE FINANCIAL CORPORATION	NJ	07728			Web	2012-03-12	Closed with relief	True	No	33229
2017-04-18	Bank account or service	Checking account	Account opening, closing, or management				FIRST NATIONAL BANK OF PENNSYLVANIA	PA	17349			Referral	2017-04-26	Closed with monetary relief	True	No	2440383
2017-04-28	Credit reporting, credit repair services, or other personal consumer reports	Credit reporting	Incorrect information on your report	Information is missing that should be on the report			EXPERIAN DELAWARE GP	CA	937XX			Web	2017-04-28	In progress	True		2468933
2017-04-21	Student loan	Federal student loan servicing	Dealing with my lender or servicer	Trouble with how payments are handled			NELNET, INC.	NY	100XX			Web	2017-04-21	Closed with explanation	True	No	2446856
2017-04-26	Debt collection	Medical debt	Attempts to collect debt not owed	Debt was paid			TRANSWORLD SYSTEMS INC	TX	785XX			Web	2017-04-26	Closed with explanation	True		2467608
2017-03-02	Debt collection	Non-federal student loan	Improper contact or sharing of info	Talked to a third party about my debt	This debt is being disputed directly with the university. Regardless of that fact they sent it to an aggressive debt collector. This collector has called almost daily and today called a family member who is in no way connected to this disputed debt. On this call they did not disclose they were a debt collector, which is illegal, and they were trying to verify my information.		Reliant Capital Solutions, LLC	GA	301XX		Consent provided	Web	2017-03-06	Closed with non-monetary relief	True	No	2369464
2017-03-06	Debt collection	Medical	Cont'd attempts collect debt not owed	Debt was paid			Russell Collection Agency, Inc	MI	48170		Consent not provided	Web	2017-03-06	Closed with non-monetary relief	True	No	2373847
2016-03-10	Debt collection	Other (i.e. phone, health club, etc.)	Communication tactics	Used obscene/profane/abusive language	"There are multiple reasons in the list above that apply to this complaint. Frequent calls and calls outside of XXXX-XXXX and they were foul, threatening and abusive to me on the phone. They repeatedly hung up on me when I tried to tell them that I had moved and needed to update my address as I had NOT received notification from them he said I was lying that too much had been sent - he also said that I was a "" piece of work '' and on another call said "" way to be a good example for XXXX '' ( my little girls name ) how do they have my little girls name? I do n't deny I owe the debt - I am in bankruptcy - he accused me of falsifying that information as well. He said he was n't notified of my bankruptcy - how can that can be true but my not receiving notices because I moved can not? This is the MOST horrible experience I have ever come had in any business manner. I spoke to both XXXX XXXX and a man named XXXX within the same office and they were both MISERABLY rude people."		United Recovery Solutions	TX	782XX		Consent provided	Web	2016-03-10	Closed with explanation	False	No	1825573
2017-04-27	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement			JPMORGAN CHASE & CO.	MN	55811			Web	2017-04-27	Closed with monetary relief	True		2469092
2017-04-11	Debt collection	Medical	Disclosure verification of debt	Not given enough info to verify debt			TRANSWORLD SYSTEMS INC	OR	97306			Web	2017-04-12	Closed with explanation	True	No	2430681
2014-02-26	Mortgage	Conventional fixed mortgage	Loan modification,collection,foreclosure				WELLS FARGO BANK, NATIONAL ASSOCIATION	CT	06235			Web	2014-02-27	Closed with explanation	True	Yes	732774
2017-04-13	Consumer Loan	Installment loan	Taking out the loan or lease		"I have had a 10+ year realationship with WELLS FARGO. I also in the past have taken out Unsecured Personal Loans and had no issue with approval. Actually, the last time I applied I was approved in under 20 minutes. 

This time however, I put my roommate on the loan who has bad credit. I was told that the leading applicant who makes the most money ( me ) would be the primary on the loan and that there should be no problem in applying. 

They declined my loan because my co applicant has bad credit. HOWEVER, I was told that he should not have an effect on this loan other than being able to build credit by being a co applicant. 

My issue is this- How the XXXX can I apply for a loan and no one calls me to follow up and tell me WHY I got declined. Provide me with NO NUMBER to call in and find out more information. No link to see reasons of a decline. Nothing but a pointless hit on my credit and my co applicants, who clearly has bad credit so why not hurt it more by applying. 

Wells Fargo is nothing but a bunch of rich XXXX who give XXXX wages to their emplyoees and rip people off. How is a RELATIONSHIP lender not going to loan me money at the MINIMUM amount when I have over 9k+ in savings and a credit score over XXXX. 

They need to be fined for more than chump change. They need to change their processes. If you really are the CFPB DO something rather than give a tiny fine and then take the money to your own pockets. 


Feel free to look up my loan Unsecured : XXXX - 36 MONTHS 8.747 % - {$95.00} a month XXXX XXXX one of the managers of lending needs to be fired."	Company has responded to the consumer and the CFPB and chooses not to provide a public response	WELLS FARGO BANK, NATIONAL ASSOCIATION	MN	554XX		Consent provided	Web	2017-04-14	Closed with explanation	False	No	2433143
2017-04-20	Mortgage	VA mortgage	Loan modification,collection,foreclosure			Company believes it acted appropriately as authorized by contract or law	UNITED SERVICES AUTOMOBILE ASSOCIATION	WA	98370	Servicemember		Referral	2017-04-21	Closed with explanation	True	No	2445640
2017-04-20	Mortgage	Other mortgage	Application, originator, mortgage broker				Ditech Financial LLC	GA	30426			Fax	2017-04-21	In progress	True	No	2445784
2014-06-26	Credit card		Credit line increase/decrease				DISCOVER BANK	NY	10013			Web	2014-07-01	Closed with explanation	True	No	911790
2017-03-06	Credit card		Other				JPMORGAN CHASE & CO.	GA	30011		Consent not provided	Web	2017-03-06	Closed with explanation	True	No	2373456
2017-04-25	Student loan	Federal student loan servicing	Dealing with your lender or servicer	Keep getting calls about your loan			Navient Solutions, LLC.	IL	62295			Web	2017-04-25	Closed with explanation	True		2466571
2017-04-20	Debt collection	Other (i.e. phone, health club, etc.)	Cont'd attempts collect debt not owed	Debt was paid		Company believes complaint caused principally by actions of third party outside the control or direction of the company	Perfection Collection	GA	303XX			Web	2017-04-20	Closed with explanation	True	No	2443837
2017-01-02	Credit card		Billing disputes		"There was fraud committed against me in XXXX 2013 by sister in law that used to live with us. over $ 4XXXX in online charges were made by this person. shortly thereafter she moved out and left the state. I have called numerous times to Discover, filed fraud affidavit, and even a police report. They did credit most of the charges however, they left over {$800.00} for some reason. 
I am now learning about this as a result of being turned down for a car loan, because of the discover issue that is apparently reflecting negatively against my credit. 
This issue will now force me to pass up an opportunity to privately sell my current vehicle and most likely be forced to trade it in, in order to process the loan and obtain the new vehicle. This will cost me money I can not afford to lose."		DISCOVER BANK	NY	117XX		Consent provided	Web	2017-01-02	Closed with monetary relief	True	Yes	2271456
2017-03-23	Credit reporting		Incorrect information on credit report	Information is not mine		Company has responded to the consumer and the CFPB and chooses not to provide a public response	EXPERIAN DELAWARE GP	NJ	07016		Consent not provided	Web	2017-03-23	Closed with non-monetary relief	True	No	2401324
2017-04-24	Debt collection	Other debt	Attempts to collect debt not owed	Debt is not yours		Company believes it acted appropriately as authorized by contract or law	NRA Group, LLC	MA	021XX			Web	2017-05-03	Closed with explanation	True		2464892
2017-04-20	Credit reporting		Incorrect information on credit report	Account status		Company has responded to the consumer and the CFPB and chooses not to provide a public response	SUNTRUST BANKS, INC.	CA	947XX			Web	2017-04-21	Closed with explanation	True	No	2445442
2017-04-27	Credit reporting, credit repair services, or other personal consumer reports	Credit reporting	Incorrect information on your report	Information belongs to someone else			TRANSUNION INTERMEDIATE HOLDINGS, INC.	NY	10451			Web	2017-04-27	In progress	True		2468316
2017-04-29	Student loan	Federal student loan servicing	Dealing with your lender or servicer	Don't agree with the fees charged			Navient Solutions, LLC.	TX	750XX			Web	2017-04-29	Closed with explanation	True		2470785
2017-04-19	Debt collection	Other (i.e. phone, health club, etc.)	Disclosure verification of debt	Right to dispute notice not received		Company disputes the facts presented in the complaint	I.Q. DATA INTERNATIONAL, INC.	TX	750XX			Web	2017-04-21	Closed with explanation	True	No	2441644
2017-03-06	Credit card		Other				JPMORGAN CHASE & CO.	GA	30307		Consent not provided	Web	2017-03-06	Closed with explanation	True	No	2374319
2017-04-21	Debt collection	Federal student loan	Disclosure verification of debt	Not given enough info to verify debt			Navient Solutions, LLC.	TX	77643			Web	2017-04-28	Closed with explanation	True	No	2446963
2017-05-03	Mortgage	Conventional home mortgage	Applying for a mortgage or refinancing an existing mortgage				NATIONSTAR MORTGAGE	MD	20603			Postal mail	2017-05-03	Closed with explanation	True		2474308
2017-04-24	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Application denied			TD BANK US HOLDING COMPANY	CA	903XX			Web	2017-04-24	Closed with explanation	True		2464758
2017-03-07	Debt collection	Medical	Disclosure verification of debt	Not given enough info to verify debt			HOVG, LLC	CA	92806			Phone	2017-03-07	Closed with explanation	True	No	2375110
2013-04-02	Mortgage	Other mortgage	Loan servicing, payments, escrow account				NATIONSTAR MORTGAGE	CA	94513			Postal mail	2013-04-04	Closed with explanation	True	No	371497
2017-04-20	Money transfers	Domestic (US) money transfer	Other service issues				PAY-O-MATIC	NY	112XX			Web	2017-04-20	Closed with monetary relief	True	No	2444481
2017-03-24	Mortgage	Conventional fixed mortgage	Loan modification,collection,foreclosure				BAYVIEW LOAN SERVICING, LLC	GA	312XX	Older American		Web	2017-03-24	Closed with explanation	True	No	2403135
2017-03-01	Debt collection	Other (i.e. phone, health club, etc.)	Cont'd attempts collect debt not owed	Debt is not mine	on XX/XX/2016 I switched from XXXX to XXXX and got a new XXXX. 13 days later, I returned the phone to the store where I got it and canceled my contract because the phone service was not good where I lived. my contractor gave me 14 days to return the phone and cancel if I was n't satisfied. Despite returning the phone I was later billed by sprint as if I never returned The phone. I have all the paperwork to prove that I return the phone within the 14 day window and should not be charged anything. I have called XXXX numerous times to resolve this but despite their promises my bill was sent to collection and sits at {$640.00}.		Diversified Consultants, Inc.	CA	930XX		Consent provided	Web	2017-03-06	Closed with explanation	True	No	2366543
2017-03-06	Bank account or service	Checking account	Account opening, closing, or management				HSBC NORTH AMERICA HOLDINGS INC.	NJ	07030		Consent not provided	Web	2017-03-06	Closed with monetary relief	True	No	2372724
2017-04-21	Credit reporting		Incorrect information on credit report	Account status			SANTANDER CONSUMER USA HOLDINGS INC.	MI	48236			Web	2017-04-25	Closed with explanation	True	No	2446056
2017-04-20	Mortgage	Conventional fixed mortgage	Loan servicing, payments, escrow account				CITIBANK, N.A.	ME	044XX			Web	2017-04-21	Closed with explanation	True	No	2443814
2017-02-27	Credit reporting		Incorrect information on credit report	Information is not mine			ONEMAIN FINANCIAL HOLDINGS, LLC.	NC	27597		Consent not provided	Web	2017-03-06	Closed with explanation	True	No	2362486
2017-01-28	Debt collection	Medical	Disclosure verification of debt	Right to dispute notice not received			Snow and Sauerteig LLP	IN	46580		Consent not provided	Web	2017-03-06	Closed with explanation	True	No	2315077
2017-04-21	Mortgage	Conventional fixed mortgage	Loan servicing, payments, escrow account				PENNYMAC LOAN SERVICES, LLC.	WA	983XX			Web	2017-04-21	Closed with non-monetary relief	True	No	2447192
2017-03-06	Mortgage	Conventional fixed mortgage	Loan servicing, payments, escrow account				NATIONSTAR MORTGAGE	RI	02864		Consent not provided	Web	2017-03-06	Closed with explanation	True	No	2372399
2017-04-20	Debt collection	Credit card	Disclosure verification of debt	Not disclosed as an attempt to collect		Company has responded to the consumer and the CFPB and chooses not to provide a public response	Atlantic Credit & Finance, Inc.	OR	973XX			Web	2017-04-20	Closed with explanation	True	No	2444443
2017-03-06	Credit card		Billing disputes		I want to file a complaint against TD Card Services ( TD Bank credit card company ) because TD Bank arbitrarily and capriciously sided with the merchant, XXXX during a credit card dispute. TD Card Services was given all evidence to prove that ( 1 ) I was supposed to receive a promotion in amount of {$150.00} and that services were n't provided, so I tried to refund the gratuities in amount of {$240.00}. TD Card Services assigned case # XXXX. After clear and convincing documentary evidence, I would expect that the TD Card Services would issue me credit in amount of {$380.00}. If this does n't get resolved, I will definitely proceed with a complaint in XXXX Civil Court.		TD BANK US HOLDING COMPANY	NY	112XX	Older American	Consent provided	Web	2017-03-06	Closed with explanation	True	No	2372035
2017-03-07	Mortgage	Conventional adjustable mortgage (ARM)	Loan servicing, payments, escrow account			Company has responded to the consumer and the CFPB and chooses not to provide a public response	Specialized Loan Servicing LLC	IN	47331			Phone	2017-03-07	Closed with explanation	True	No	2376053
2017-04-21	Credit card		Billing disputes			Company has responded to the consumer and the CFPB and chooses not to provide a public response	CITIBANK, N.A.	NJ	07030		Consent not provided	Web	2017-04-21	Closed with monetary relief	True	No	2447526
2017-03-06	Mortgage	Conventional fixed mortgage	Loan modification,collection,foreclosure				Selene Finance LP	NJ	07081		Consent not provided	Web	2017-03-06	Closed with explanation	True	No	2372959
2017-04-09	Debt collection	Credit card	Cont'd attempts collect debt not owed	Debt is not mine			JPMORGAN CHASE & CO.	GA	301XX	Servicemember		Web	2017-04-09	Closed with non-monetary relief	True	No	2426703
2017-04-07	Credit card		Other fee		I am XXXX XXXX military I was given a Barclaycard gold master card under the condition of 0 % APR and annual fee waiver. Recently they have told me they are going to no longer honor this condition. I asked Barclaycard if I would continued to receive this benefit in XXXX when they removed the annual fee waiver for new applicants, and they said I would. I have the concersafion with Barclaycard saying I would continue to receive these benefits.	Company has responded to the consumer and the CFPB and chooses not to provide a public response	BARCLAYS BANK DELAWARE	AE	096XX	Servicemember	Consent provided	Web	2017-04-07	Closed with explanation	True	No	2425183
