,title,release_date,runtime,vote_count,vote_average,budget,revenue,profit,rating_category
2309,Out of Inferno,2013-03-10,107,11,5.8,0.0,0.0,0.0,Average
2310,Fear and Loathing in Las Vegas,1998-05-22,118,1301,7.2,18.5,10.680275,-7.819725,Good
2311,The Invention of Lying,2009-09-13,100,518,6.0,18.5,31.912793,13.412793,Average
2312,Neighbors,2014-05-08,96,2713,6.2,18.0,268.1574,250.1574,Average
2313,The Mask,1994-07-29,101,2472,6.6,23.0,351.583407,328.583407,Average
2314,Big,1988-06-03,104,993,6.9,18.0,151.668774,133.668774,Average
2315,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,82,1579,6.5,18.0,261.572744,243.572744,Average
2316,Legally Blonde,2001-07-13,96,882,6.1,18.0,141.774679,123.77467899999999,Average
2317,Star Trek III: The Search for Spock,1984-05-31,105,434,6.4,18.0,87.0,69.0,Average
2318,The Exorcism of Emily Rose,2005-09-09,122,659,6.3,19.0,144.216468,125.21646799999999,Average
2319,Deuce Bigalow: Male Gigolo,1999-12-10,88,308,5.5,17.0,65.535067,48.535067,Average
2320,Left Behind,2014-10-03,110,392,3.7,16.0,19.682924,3.682924,Poor
2321,The Family Stone,2005-12-14,103,249,6.2,0.0,0.0,0.0,Average
2322,Barbershop 2:  Back in Business,2004-01-20,106,74,5.6,18.0,65.070412,47.070412000000005,Average
2323,Bad Santa,2003-11-26,91,656,6.5,23.0,76.488889,53.488889,Average
2324,Austin Powers: International Man of Mystery,1997-05-02,94,1013,6.5,16.5,67.683989,51.183989,Average
2325,My Big Fat Greek Wedding 2,2016-03-23,94,322,5.5,18.0,88.923251,70.923251,Average
2326,Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,99,238,6.3,21.0,72.417394,51.417394,Average
2327,Predator,1987-06-11,107,2093,7.3,18.0,98.235548,80.235548,Good
2328,Amadeus,1984-10-26,160,1076,7.8,18.0,51.973029,33.973029,Good
2329,Prom Night,2008-04-10,88,167,4.8,0.0,14.796236,14.796236,Poor
2330,Mean Girls,2004-04-30,97,2320,6.9,17.0,129.042871,112.04287099999999,Average
2331,Under the Tuscan Sun,2003-04-30,113,172,6.4,0.0,0.0,0.0,Average
2332,Gosford Park,2001-11-07,137,246,6.8,19.8,87.754044,67.954044,Average
2333,Peggy Sue Got Married,1986-10-05,103,136,5.9,18.0,41.382841,23.382841,Average
2334,Birdman,2014-08-27,119,4535,7.4,18.0,103.215094,85.215094,Good
2335,Blue Jasmine,2013-07-25,98,1098,7.0,18.0,99.206215,81.206215,Good
2336,United 93,2006-04-28,111,367,6.9,15.0,76.286096,61.286096,Average
2337,Honey,2003-11-24,94,303,6.0,18.0,62.646763,44.646763,Average
2338,Spy Hard,1996-05-24,81,147,4.9,18.0,0.0,-18.0,Poor
2339,The Fog,1980-02-08,89,311,6.4,1.0,21.378361,20.378361,Average
2340,Soul Surfer,2011-04-08,106,342,6.9,18.0,47.08899,29.088990000000003,Average
2341,Catch-22,1970-06-24,121,72,6.7,18.0,24.91167,6.911670000000001,Average
2342,Observe and Report,2009-04-10,86,225,5.6,0.0,24.007324,24.007324,Average
2343,Conan the Destroyer,1984-06-29,103,383,5.8,18.0,100.0,82.0,Average
2344,Raging Bull,1980-11-14,129,938,7.7,18.0,23.0,5.0,Good
2345,Love Happens,2009-09-18,109,180,5.6,18.0,36.133014,18.133014000000003,Average
2346,Young Sherlock Holmes,1985-12-04,109,167,6.7,18.0,0.0,-18.0,Average
2347,Fame,2009-01-01,107,135,5.5,0.0,0.0,0.0,Average
2348,127 Hours,2010-11-05,94,2606,7.0,18.0,35.69292,17.69292,Good
2349,Small Time Crooks,2000-05-19,94,155,6.4,0.0,0.0,0.0,Average
2350,Center Stage,2000-05-12,115,90,6.8,18.0,17.200925,-0.7990749999999984,Average
2351,Love the Coopers,2015-11-12,107,167,5.4,17.0,24.0,7.0,Average
2352,Catch That Kid,2004-02-06,92,76,4.9,18.0,16.702864,-1.2971359999999983,Poor
2353,Life as a House,2001-10-25,125,120,7.2,18.0,0.0,-18.0,Good
2354,Steve Jobs,2015-10-09,122,1573,6.8,30.0,34.441873,4.441873000000001,Average
2355,"I Love You, Beth Cooper",2009-07-10,102,197,5.1,18.0,0.0,-18.0,Average
2356,Youth in Revolt,2009-09-11,87,319,5.9,18.0,0.0,-18.0,Average
2357,The Legend of the Lone Ranger,1981-08-20,98,14,3.7,18.0,2.9456,-15.0544,Poor
2358,The Tailor of Panama,2001-02-11,109,92,6.2,21.0,28.008462,7.0084620000000015,Average
2359,Blow Out,1981-07-24,108,236,7.3,18.0,12.0,-6.0,Good
2360,Getaway,2013-08-29,90,246,4.9,18.0,10.501938,-7.498061999999999,Poor
2361,The Ice Storm,1997-09-27,112,176,6.9,18.0,8.038061,-9.961939,Average
2362,And So It Goes,2014-07-20,94,164,5.7,18.0,25.312387,7.312387000000001,Average
2363,Troop Beverly Hills,1989-03-22,105,56,5.6,0.0,0.0,0.0,Average
2364,Being Julia,2004-09-03,104,23,6.4,0.0,0.0,0.0,Average
2365,Nine 1/2 Weeks,1986-02-14,117,177,5.8,17.0,6.735922,-10.264078,Average
2366,Dragonslayer,1981-06-26,108,67,6.5,18.0,14.110013,-3.8899869999999996,Average
2367,The Last Station,2009-09-04,112,55,6.7,0.0,0.0,0.0,Average
2368,Ed Wood,1994-09-27,127,630,7.3,18.0,5.887457,-12.112542999999999,Good
2369,Labor Day,2013-12-27,111,299,6.7,18.0,20.275812,2.2758119999999984,Average
2370,Mongol: The Rise of Genghis Khan,2007-09-20,120,158,6.5,18.0,26.52751,8.52751,Average
2371,RockNRolla,2008-09-04,114,836,6.9,18.0,25.739015,7.739014999999998,Average
2372,Megaforce,1982-06-25,99,15,3.5,0.0,0.0,0.0,Poor
2373,Hamlet,1996-12-25,242,117,7.3,0.0,0.0,0.0,Good
2374,Mao's Last Dancer,2009-10-01,117,28,6.8,25.0,20.719451,-4.280549000000001,Average
2375,Midnight Special,2016-02-18,112,694,6.2,18.0,6.212282,-11.787718,Average
2376,Anything Else,2003-08-27,108,149,6.2,0.0,0.0,0.0,Average
2377,The Railway Man,2013-12-26,116,273,6.7,18.0,22.309223,4.309222999999999,Average
2378,The White Ribbon,2009-05-21,144,255,7.2,15.2388,0.0,-15.2388,Good
2379,Restoration,2016-05-03,90,11,5.3,0.0,0.0,0.0,Average
2380,The Wraith,1986-11-21,93,108,5.9,2.7,3.5,0.7999999999999998,Average
2381,Salton Sea,2002-01-01,103,104,7.0,18.0,0.676698,-17.323301999999998,Good
2382,Metallica: Through the Never,2013-09-25,93,83,6.7,18.0,7.972967,-10.027033,Average
2383,The Informers,2008-11-05,98,60,4.4,18.0,0.382174,-17.617826,Poor
2384,Carlos,2010-05-19,338,50,6.7,18.0,0.871279,-17.128721,Average
2385,I Come with the Rain,2009-05-14,114,20,5.6,18.0,0.0,-18.0,Average
2386,One Man's Hero,1999-08-02,121,2,9.3,0.0,0.0,0.0,Excellent
2387,Day of the Dead,1985-07-19,96,270,6.9,3.5,34.0,30.5,Average
2388,I Am Wrath,2016-04-14,92,179,4.5,18.0,0.0,-18.0,Poor
2389,Renaissance,2006-03-16,105,77,6.7,18.0,1.831348,-16.168652,Average
2390,Red Sonja,1985-04-09,89,206,5.0,17.9,6.948633,-10.951366999999998,Average
2391,Red Lights,2012-03-02,119,376,6.0,14.0,13.551174,-0.4488260000000004,Average
2392,Superbad,2007-08-17,113,2100,7.0,20.0,121.463226,101.463226,Good
2393,Madea Goes to Jail,2009-02-16,103,52,6.4,0.0,90.508336,90.508336,Average
2394,Wolves,2014-08-28,90,82,5.7,18.0,0.0,-18.0,Average
2395,Step Up 2: The Streets,2008-02-14,98,640,6.5,23.0,150.8167,127.8167,Average
2396,Hoodwinked!,2005-12-16,80,479,5.9,15.0,51.053787,36.053787,Average
2397,Hotel Rwanda,2004-09-11,121,793,7.5,17.5,38.0,20.5,Good
2398,Hitman,2007-11-21,89,966,5.9,24.0,99.965753,75.965753,Average
2399,Black Nativity,2013-11-27,93,16,5.8,17.5,7.018189,-10.481811,Average
2400,The Prince,2014-08-22,93,218,4.6,18.0,266.5868,248.58679999999998,Poor
2401,City of Ghosts,2002-01-01,116,18,5.4,0.0,0.0,0.0,Average
2402,The Others,2001-08-02,101,1660,7.4,0.0,0.0,0.0,Good
2403,Aliens,1986-07-18,137,3220,7.7,18.5,183.316455,164.816455,Good
2404,My Fair Lady,1964-10-21,170,352,7.4,17.0,72.070731,55.070730999999995,Good
2405,I Know What You Did Last Summer,1997-10-17,100,687,5.6,17.0,125.586134,108.586134,Average
2406,Let's Be Cops,2014-08-13,104,1219,6.4,17.0,136.621271,119.62127100000001,Average
2407,Sideways,2004-10-22,126,478,6.9,16.0,109.502303,93.502303,Average
2408,Beerfest,2006-08-25,110,172,5.8,17.5,19.179969,1.6799689999999998,Average
2409,Halloween,1978-10-25,91,1035,7.4,0.3,70.0,69.7,Good
2410,Good Boy!,2003-10-10,87,30,4.7,17.0,0.0,-17.0,Poor
2411,The Best Man Holiday,2013-11-15,123,110,6.7,17.0,71.625195,54.625195000000005,Average
2412,Smokin' Aces,2006-12-09,109,534,6.4,17.0,57.103895,40.103895,Average
2413,Saw: The Final Chapter,2010-10-21,90,730,5.8,20.0,136.150434,116.15043399999999,Average
2414,40 Days and 40 Nights,2002-03-01,94,297,5.2,17.0,0.0,-17.0,Average
2415,A Night at the Roxbury,1998-10-01,81,198,5.9,17.0,30.331165,13.331164999999999,Average
2416,Beastly,2011-01-21,86,849,6.0,17.0,43.165571,26.165571,Average
2417,The Hills Have Eyes,2006-03-10,107,705,6.1,15.0,69.623713,54.623712999999995,Average
2418,Dickie Roberts: Former Child Star,2003-09-05,98,64,5.1,0.0,0.0,0.0,Average
2419,"McFarland, USA",2015-02-20,128,213,7.4,0.0,45.710059,45.710059,Good
2420,Lottery Ticket,2010-08-20,99,54,5.6,0.0,0.0,0.0,Average
2421,ATL,2006-03-31,105,32,6.0,20.0,21.170563,1.1705630000000014,Average
2422,Pitch Perfect,2012-09-28,112,2247,7.3,17.0,115.350426,98.350426,Good
2423,Summer Catch,2001-08-22,108,63,4.8,34.0,19.693891,-14.306109,Poor
2424,A Simple Plan,1998-12-11,121,187,6.9,0.0,0.0,0.0,Average
2425,They,2002-11-01,89,74,4.6,17.0,0.0,-17.0,Poor
2426,Larry the Cable Guy: Health Inspector,2006-03-24,89,17,3.3,0.0,0.0,0.0,Poor
2427,The Adventures of Elmo in Grouchland,1999-10-01,73,14,6.3,0.0,0.0,0.0,Average
2428,Brooklyn's Finest,2009-01-16,133,293,6.2,17.0,29.536299,12.536299,Average
2429,55 Days at Peking,1963-05-06,154,36,6.3,17.0,10.0,-7.0,Average
2430,Evil Dead,2013-04-05,91,1723,6.4,17.0,97.542952,80.542952,Average
2431,My Life in Ruins,2009-02-06,95,101,5.6,17.0,20.455276,3.4552760000000013,Average
2432,American Dreamz,2006-03-04,107,95,4.9,17.0,7.314027,-9.685973,Poor
2433,Superman IV: The Quest for Peace,1987-07-23,90,318,4.1,17.0,19.3,2.3000000000000007,Poor
2434,How She Move,2008-01-25,94,6,3.0,0.0,0.0,0.0,Poor
2435,Running Scared,2006-01-06,122,331,7.0,17.0,9.5,-7.5,Good
2436,Bobby Jones: Stroke of Genius,2004-04-30,120,19,5.5,0.0,0.0,0.0,Average
2437,Shanghai Surprise,1986-08-29,97,15,2.9,17.0,0.0,-17.0,Awful
2438,The Illusionist,2006-08-18,110,1615,7.1,40.0,86.915017,46.915017000000006,Good
2439,Roar,1981-11-12,102,19,5.6,17.0,2.0,-15.0,Average
2440,Veronica Guerin,2003-07-11,98,59,6.8,17.0,1.569918,-15.430082,Average
2441,Escobar: Paradise Lost,2014-10-11,120,271,6.1,17.0,3.758328,-13.241672,Average
2442,Southland Tales,2006-05-15,144,153,5.2,17.0,0.374743,-16.625257,Average
2443,Dragon Hunters,2008-03-19,80,129,6.5,15.0,0.0,-15.0,Average
2444,Damnation Alley,1977-09-10,91,27,5.0,17.0,8.72,-8.28,Average
2445,The Apparition,2012-08-23,82,140,4.5,17.0,9.627492,-7.372508,Poor
2446,My Girl,1991-11-27,102,428,7.0,16.5,0.0,-16.5,Good
2447,Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,122,73,5.8,16.8,2.281089,-14.518911000000001,Average
2448,Wall Street,1987-12-10,126,546,7.0,15.0,43.848069,28.848069000000002,Good
2449,Sense and Sensibility,1995-12-13,136,352,7.2,16.5,135.0,118.5,Good
2450,Becoming Jane,2007-03-02,120,317,6.9,16.5,37.311672,20.811672,Average
2451,Sydney White,2007-09-21,108,236,6.0,16.5,13.620075,-2.879925,Average
2452,House of Sand and Fog,2003-12-19,126,199,7.0,16.5,16.942795,0.44279500000000027,Good
2453,Dead Poets Society,1989-06-02,129,2705,8.1,16.4,235.860116,219.460116,Good
2454,Dumb and Dumber,1994-12-16,107,1859,6.5,16.0,247.275374,231.275374,Average
2455,When Harry Met Sally...,1989-07-21,96,950,7.3,16.0,92.823546,76.823546,Good
2456,The Verdict,1982-12-08,129,131,7.4,16.0,53.97725,37.97725,Good
2457,Road Trip,2000-05-19,93,542,5.9,16.0,119.754278,103.754278,Average
2458,Varsity Blues,1999-01-15,106,122,6.0,0.0,0.0,0.0,Average
2459,The Artist,2011-05-15,100,1049,7.3,15.0,133.432856,118.43285599999999,Good
2460,The Unborn,2009-01-09,87,365,4.8,16.0,76.51405,60.51405,Poor
2461,Moonrise Kingdom,2012-05-16,94,1662,7.6,16.0,68.263166,52.263166,Good
2462,The Texas Chainsaw Massacre: The Beginning,2006-10-06,91,402,5.9,16.0,0.0,-16.0,Average
2463,The Young Messiah,2016-03-10,120,30,6.4,18.5,6.490401,-12.009599,Average
2464,The Master of Disguise,2002-08-02,80,78,3.7,0.0,0.0,0.0,Poor
2465,Pan's Labyrinth,2006-05-27,118,3041,7.6,19.0,83.258226,64.258226,Good
2466,See Spot Run,2001-03-02,94,44,4.8,0.0,0.0,0.0,Poor
2467,Baby Boy,2001-06-27,130,55,7.4,16.0,29.381649,13.381649,Good
2468,The Roommate,2011-02-04,91,224,5.3,16.0,40.492759,24.492759,Average
2469,Joe Dirt,2001-04-10,91,242,5.5,17.7,30.987695,13.287695,Average
2470,Double Impact,1991-08-10,110,215,5.3,15.0,30.102717,15.102716999999998,Average
2471,Hot Fuzz,2007-02-14,121,2199,7.4,12.0,80.573774,68.573774,Good
2472,The Women,2008-09-12,114,96,4.6,16.0,50.007546,34.007546,Poor
2473,Vicky Cristina Barcelona,2008-08-15,96,1020,6.7,15.0,96.408652,81.408652,Average
2474,Arn: The Knight Templar,2007-12-17,139,76,6.4,25.0,0.0,-25.0,Average
2475,Boys and Girls,2000-06-16,94,103,5.4,16.0,20.627372,4.627372000000001,Average
2476,White Oleander,2002-10-11,109,108,7.2,0.0,0.0,0.0,Good
2477,Jennifer's Body,2009-09-18,100,837,5.3,16.0,31.556061,15.556061,Average
2478,Drowning Mona,2000-03-03,96,43,5.4,16.0,15.427192,-0.5728080000000002,Average
2479,Radio Days,1987-01-30,90,127,7.0,16.0,0.0,-16.0,Good
2480,Remember Me,2010-03-12,113,948,6.9,20.0,0.0,-20.0,Average
2481,How to Deal,2003-07-18,99,42,5.7,0.0,0.0,0.0,Average
2482,My Stepmother is an Alien,1988-12-09,108,131,5.3,20.0,13.854,-6.146000000000001,Average
2483,Philadelphia,1993-12-22,125,988,7.6,26.0,206.67844,180.67844,Good
2484,The Thirteenth Floor,1999-04-16,100,378,6.8,16.0,18.564088,2.5640880000000017,Average
2485,The Cookout,2004-09-03,97,10,4.6,16.0,1.2e-05,-15.999988,Poor
2486,Meteor,1979-10-19,107,36,5.1,0.0,0.0,0.0,Average
2487,Duets,2000-09-09,112,34,5.5,0.0,0.0,0.0,Average
2488,Hollywood Ending,2002-05-03,112,113,6.4,16.0,0.0,-16.0,Average
2489,Detroit Rock City,1999-08-13,95,100,6.7,6.5,4.217115,-2.2828850000000003,Average
2490,Highlander,1986-03-07,116,624,6.8,16.0,5.9,-10.1,Average
2491,Things We Lost in the Fire,2007-09-26,113,90,6.7,16.0,2.849142,-13.150858,Average
2492,Steel,1997-08-15,97,48,4.3,16.0,1.686429,-14.313571,Poor
2493,The Immigrant,2013-07-03,117,250,6.2,16.0,5.867686,-10.132314000000001,Average
2494,The White Countess,2005-10-30,135,21,6.9,0.0,0.0,0.0,Average
2495,Trance,2013-03-27,101,956,6.5,20.0,24.261569,4.2615690000000015,Average
2496,Soul Plane,2004-05-28,86,108,4.7,16.0,14.822346,-1.1776540000000004,Poor
2497,Welcome to the Sticks,2008-01-09,106,615,6.8,11.0,53.191886,42.191886,Average
2498,Good,2008-12-11,96,29,6.3,0.0,0.0,0.0,Average
2499,Enter the Void,2009-05-05,161,387,7.2,13.0,0.754249,-12.245751,Good
2500,Vamps,2012-08-25,93,91,4.8,16.0,0.0,-16.0,Poor
2501,Hachi: A Dog's Tale,2009-06-13,93,1717,7.7,16.0,47.801389,31.801389,Good
2502,Zulu,2013-12-04,110,172,6.7,16.0,0.0,-16.0,Average
2503,The Homesman,2014-05-18,122,258,6.4,16.0,3.442853,-12.557147,Average
2504,Juwanna Mann,2002-06-21,91,20,4.2,15.6,0.0,-15.6,Poor
2505,Ararat,2002-05-20,115,16,5.7,0.0,0.0,0.0,Average
2506,Madison,2001-01-23,99,3,5.3,0.0,0.0,0.0,Average
2507,Slow Burn,2005-09-12,93,16,5.5,15.5,1.237615,-14.262385,Average
2508,Wasabi,2001-10-31,94,283,6.2,15.3,0.0,-15.3,Average
2509,Slither,2006-03-31,95,317,6.3,15.5,0.0,-15.5,Average
2510,Beverly Hills Cop,1984-11-29,105,961,6.8,15.0,316.360478,301.360478,Average
2511,Home Alone,1990-11-09,103,2414,7.1,18.0,476.684675,458.684675,Good
2512,Three Men and a Baby,1987-11-27,102,253,5.8,0.0,0.0,0.0,Average
2513,Tootsie,1982-12-16,116,421,6.9,21.0,177.2,156.2,Average
2514,Top Gun,1986-05-16,110,1698,6.7,15.0,356.830601,341.830601,Average
2515,"Crouching Tiger, Hidden Dragon",2000-10-01,120,927,7.2,17.0,213.525736,196.525736,Good
2516,American Beauty,1999-09-15,122,3313,7.9,15.0,356.296601,341.296601,Good
2517,The King's Speech,2010-09-06,118,2752,7.6,15.0,414.211549,399.211549,Good
2518,Twins,1988-12-09,107,559,5.7,15.0,216.614388,201.614388,Average
2519,The Yellow Handkerchief,2008-12-17,102,52,6.4,15.0,0.317,-14.683,Average
2520,The Color Purple,1985-12-18,154,338,7.7,15.0,146.292009,131.292009,Good
2521,Tidal Wave,2009-06-06,120,48,6.5,16.0,11.301649,-4.698351000000001,Average
2522,The Imitation Game,2014-11-14,113,5723,8.0,14.0,233.555708,219.555708,Good
2523,Private Benjamin,1980-10-06,109,102,6.0,0.0,0.0,0.0,Average
2524,Coal Miner's Daughter,1980-03-07,125,67,7.2,15.0,67.182787,52.182787000000005,Good
2525,Diary of a Wimpy Kid,2010-03-19,92,355,5.9,15.0,75.700498,60.700497999999996,Average
2526,Mama,2013-01-17,100,1401,6.0,15.0,146.497771,131.497771,Average
2527,National Lampoon's Vacation,1983-07-28,98,410,7.1,15.0,61.399552,46.399552,Good
2528,Bad Grandpa,2013-10-22,92,680,6.0,15.0,151.831537,136.831537,Average
2529,The Queen,2006-09-15,103,338,6.8,15.0,123.384128,108.384128,Average
2530,Beetlejuice,1988-02-29,92,1444,7.1,15.0,73.326666,58.326666,Good
2531,Why Did I Get Married?,2007-10-12,113,33,6.1,15.0,55.184721,40.184721,Average
2532,Little Women,1994-12-21,115,215,7.0,18.0,0.0,-18.0,Good
2533,The Woman in Black,2012-02-01,95,1206,6.1,17.0,127.730736,110.730736,Average
2534,When a Stranger Calls,2006-02-03,87,268,5.4,15.0,66.966987,51.966987,Average
2535,Big Fat Liar,2002-02-08,88,197,5.6,15.0,52.970014,37.970014,Average
2536,The Deer Hunter,1978-12-08,183,921,7.8,15.0,50.0,35.0,Good
2537,Wag the Dog,1997-12-25,97,270,6.7,15.0,64.256513,49.256513,Average
2538,The Lizzie McGuire Movie,2003-04-25,94,280,5.7,17.0,55.534455,38.534455,Average
2539,Snitch,2013-02-21,112,1138,5.8,35.0,42.930462,7.930461999999999,Average
2540,Krampus,2015-11-26,98,584,5.9,15.0,61.548707,46.548707,Average
2541,The Faculty,1998-12-25,104,492,6.2,15.0,40.283321,25.283321,Average
2542,What's Love Got to Do with It,1993-06-09,118,72,6.9,0.0,0.0,0.0,Average
2543,Cop Land,1997-08-15,104,382,6.6,15.0,44.862187,29.862187,Average
2544,Not Another Teen Movie,2001-12-07,89,431,5.5,16.0,66.468332,50.468332000000004,Average
2545,End of Watch,2012-09-20,109,1170,7.2,7.0,48.126384,41.126384,Good
2546,The Skulls,2000-03-31,106,156,5.8,15.0,35.00718,20.007179999999998,Average
2547,The Theory of Everything,2014-11-26,123,3311,7.8,15.0,123.726688,108.726688,Good
2548,Malibu's Most Wanted,2003-04-10,86,77,4.7,0.0,0.0,0.0,Poor
2549,Where the Heart Is,2000-04-27,120,155,6.9,15.0,33.771174,18.771174000000002,Average
2550,Lawrence of Arabia,1962-12-10,216,851,7.8,15.0,69.995385,54.995385,Good
2551,Halloween II,2009-08-28,105,267,5.1,15.0,39.421467,24.421467,Average
2552,Wild,2014-12-05,115,951,7.0,15.0,52.501541,37.501541,Good
2553,The Last House on the Left,2009-03-13,110,440,6.2,15.0,32.721635,17.721635,Average
2554,The Wedding Date,2005-02-04,88,230,6.2,15.0,47.175038,32.175038,Average
2555,Halloween: Resurrection,2002-07-01,94,228,4.5,13.0,37.664855,24.664855000000003,Poor
2556,The Princess Bride,1987-09-18,98,1486,7.6,16.0,30.857814,14.857814000000001,Good
2557,The Great Debaters,2007-12-27,126,151,6.9,15.0,30.226144,15.226144000000001,Average
2558,Drive,2011-08-06,100,3725,7.4,15.0,78.054825,63.054824999999994,Good
2559,Confessions of a Teenage Drama Queen,2004-02-17,89,221,5.1,15.0,29.331068,14.331067999999998,Average
2560,The Object of My Affection,1998-04-17,111,72,5.6,15.0,46.905889,31.905889000000002,Average
2561,28 Weeks Later,2007-04-26,100,1197,6.5,15.0,64.23844,49.23844,Average
2562,When the Game Stands Tall,2014-08-22,115,130,6.3,15.0,30.127963,15.127963000000001,Average
2563,Because of Winn-Dixie,2005-02-18,106,61,6.1,14.0,32.645546,18.645546000000003,Average
2564,Love & Basketball,2000-04-21,124,88,7.4,20.0,27.728118,7.7281179999999985,Good
2565,Grosse Pointe Blank,1997-04-11,107,275,6.9,0.0,28.084357,28.084357,Average
2566,All About Steve,2009-09-04,99,295,4.7,15.0,40.105542,25.105542,Poor
2567,Book of Shadows: Blair Witch 2,2000-10-27,90,212,4.3,0.0,0.0,0.0,Poor
2568,The Craft,1996-05-03,101,380,6.3,15.0,24.769466,9.769466000000001,Average
2569,Match Point,2005-10-26,124,1105,7.3,15.0,85.306374,70.306374,Good
2570,Ramona and Beezus,2010-07-23,103,245,6.1,0.0,0.0,0.0,Average
2571,The Remains of the Day,1993-11-05,134,202,7.5,11.5,23.237911,11.737911,Good
2572,Boogie Nights,1997-09-11,155,796,7.5,15.0,43.101594,28.101594,Good
2573,Nowhere to Run,1993-01-15,94,119,5.5,0.0,0.0,0.0,Average
2574,Flicka,2006-10-20,95,52,6.1,15.0,21.0,6.0,Average
2575,The Hills Have Eyes 2,2007-03-22,89,351,5.2,15.0,0.0,-15.0,Average
2576,Urban Legends: Final Cut,2000-09-19,97,100,4.4,14.0,38.574362,24.574362,Poor
2577,Tuck Everlasting,2002-10-11,90,128,6.4,0.0,0.0,0.0,Average
2578,The Marine,2006-10-13,92,163,5.0,20.0,22.165608,2.165607999999999,Average
2579,Keanu,2016-04-21,94,421,6.0,15.0,20.566327,5.566327000000001,Average
2580,Country Strong,2010-12-22,117,80,5.9,15.0,20.529194,5.529194,Average
2581,Disturbing Behavior,1998-07-24,84,104,5.5,15.0,17.507368,2.5073679999999996,Average
2582,The Place Beyond the Pines,2013-03-20,140,1653,6.8,15.0,35.485608,20.485608,Average
2583,The November Man,2014-08-27,108,639,6.0,15.0,32.556119,17.556119000000002,Average
2584,Eye of the Beholder,1999-09-04,109,42,5.3,15.0,0.0,-15.0,Average
2585,The Hurt Locker,2008-10-10,131,1840,7.2,15.0,42.0,27.0,Good
2586,Firestarter,1984-05-11,114,173,5.9,15.0,17.080167,2.0801669999999994,Average
2587,Killing Them Softly,2012-09-20,97,742,5.8,15.0,37.930465,22.930464999999998,Average
2588,A Most Wanted Man,2014-07-25,121,541,6.5,15.0,31.554855,16.554855,Average
2589,Freddy Got Fingered,2001-04-18,87,115,4.6,0.0,0.0,0.0,Poor
2590,VeggieTales: The Pirates Who Don't Do Anything,2008-01-11,85,25,5.9,0.0,0.0,0.0,Average
2591,U2 3D,2007-05-19,85,10,6.7,15.0,22.730842,7.730841999999999,Average
2592,Highlander: Endgame,2000-09-01,87,104,4.4,25.0,15.843608,-9.156392,Poor
2593,Idlewild,2006-08-25,121,17,5.1,0.0,0.0,0.0,Average
2594,One Day,2011-03-02,107,978,7.0,15.0,59.389433,44.389433,Good
2595,Whip It,2009-09-13,111,357,6.7,15.0,16.633035,1.6330349999999996,Average
2596,Knockaround Guys,2001-09-07,92,97,5.9,15.0,12.0,-3.0,Average
2597,Confidence,2003-04-25,97,126,6.4,0.0,0.0,0.0,Average
2598,The Muse,1999-08-27,97,31,5.3,0.0,0.0,0.0,Average
2599,De-Lovely,2004-07-02,125,32,6.3,20.0,0.0,-20.0,Average
2600,New York Stories,1989-03-10,124,64,6.2,15.0,0.0,-15.0,Average
2601,Barney's Great Adventure,1998-01-01,76,8,2.9,0.0,0.0,0.0,Awful
2602,The Man with the Iron Fists,2012-11-02,96,358,5.2,15.0,15.608545,0.6085449999999994,Average
2603,Home Fries,1998-11-25,93,32,4.8,15.0,10.443316,-4.556684000000001,Poor
2604,Here On Earth,2000-03-23,96,48,5.4,0.0,0.0,0.0,Average
2605,Brazil,1985-02-20,132,861,7.5,15.0,0.0,-15.0,Good
2606,Raise Your Voice,2004-08-10,103,211,6.0,15.0,14.867514,-0.1324860000000001,Average
2607,The Big Lebowski,1998-03-06,117,2926,7.8,15.0,46.189568,31.189568,Good
2608,Black Snake Moan,2006-12-08,116,243,6.6,15.0,10.903846,-4.096154,Average
2609,Dark Blue,2002-12-14,118,85,6.5,15.0,9.23747,-5.76253,Average
2610,A Mighty Heart,2007-01-01,100,95,6.7,16.0,18.928871,2.928871000000001,Average
2611,Whatever It Takes,2000-03-31,94,37,5.0,15.0,9.902115,-5.097885,Average
2612,Boat Trip,2002-10-01,94,146,4.7,20.0,8.586376,-11.413624,Poor
2613,The Importance of Being Earnest,2002-05-17,97,127,6.7,0.0,0.0,0.0,Average
2614,The Love Letter,1998-02-01,98,3,4.7,0.0,0.0,0.0,Poor
2615,Hoot,2006-05-05,91,44,5.5,0.0,0.0,0.0,Average
2616,In Bruges,2008-02-08,107,1388,7.4,15.0,34.533783,19.533783,Good
2617,Peeples,2013-05-09,95,26,5.6,1.5e-05,0.0,-1.5e-05,Average
2618,The Rocker,2008-08-20,102,156,5.6,15.0,8.76289,-6.2371099999999995,Average
2619,Post Grad,2009-08-21,89,100,5.0,15.0,6.405245,-8.594755,Average
2620,Promised Land,2012-09-23,106,243,6.0,15.0,8.138788,-6.861212,Average
2621,Whatever Works,2009-06-19,92,350,6.8,15.0,35.097815,20.097814999999997,Average
2622,The In Crowd,2000-07-19,105,15,4.7,15.0,5.217498,-9.782502000000001,Poor
2623,The Three Burials of Melquiades Estrada,2005-11-17,121,177,7.0,15.0,12.036149,-2.963851,Good
